b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013,location
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,84
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,84
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,84
-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,84
-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,84
-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,92
-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,92
-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,98
-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,97
-200,-200,-88,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,97
-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,97
-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,97
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,98
-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,19
-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,19
-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,19
-200,-63,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,19
-200,-63,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,19
-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,29
-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,29
-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,29
-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,29
-200,-72,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,29
-200,-200,-82,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,29
-200,-75,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,29
-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,29
-200,-76,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,37
-200,-76,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,37
-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,37
-200,-77,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,37
-200,-75,-75,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,37
-200,-78,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,37
-200,-200,-65,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,46
-200,-200,-66,-200,-80,-75,-200,-200,-200,-200,-200,-200,-200,46
-200,-200,-64,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,46
-200,-200,-64,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,46
-200,-200,-70,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,46
-200,-200,-74,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,46
-200,-200,-70,-200,-81,-77,-200,-200,-200,-200,-200,-200,-200,52
-200,-200,-72,-200,-82,-75,-200,-200,-200,-200,-200,-200,-200,52
-200,-200,-75,-82,-200,-74,-200,-200,-200,-200,-200,-200,-200,52
-200,-200,-69,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,52
-200,-200,-71,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,52
-200,-200,-81,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,52
-200,-200,-76,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,59
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,59
-200,-200,-78,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,59
-200,-200,-82,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,65
-200,-200,-80,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,65
-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,65
-200,-200,-82,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,65
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,65
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,65
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,72
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,72
-200,-200,-82,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,72
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,72
-200,-200,-79,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,72
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,72
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,72
-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,72
-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,72
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,78
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,78
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,78
-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,78
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,78
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,78
-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,85
-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,93
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,93
-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,93
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,99
-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,99
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,99
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,99
-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,99
-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,99
-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,99
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,100
-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,100
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,100
-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,94
-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,94
-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,94
-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,94
-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,94
-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,94
-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200,86
-200,-200,-200,-59,-200,-200,-200,-200,-200,-200,-200,-200,-200,86
-200,-200,-81,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200,86
-200,-200,-80,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,86
-200,-200,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,86
-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200,86
-200,-200,-81,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,79
-200,-200,-80,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,79
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,79
-200,-200,-76,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,79
-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,79
-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,73
-200,-200,-75,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,73
-200,-200,-76,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,73
-200,-78,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,73
-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,73
-200,-78,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,73
-200,-200,-75,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,73
-200,-78,-73,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,73
-200,-79,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,66
-200,-80,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,66
-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,66
-200,-79,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,66
-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,60
-200,-77,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,60
-200,-76,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,60
-200,-79,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,60
-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,60
-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,60
-200,-76,-67,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,60
-200,-80,-62,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,60
-200,-76,-63,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,60
-200,-72,-57,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,60
-200,-76,-64,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,60
-200,-76,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,60
-200,-80,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,53
-200,-80,-61,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,53
-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,53
-200,-75,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,53
-200,-74,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,53
-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,47
-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,47
-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,47
-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,47
-200,-80,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,47
-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,47
-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,47
-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,47
-200,-71,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,47
-200,-71,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,38
-200,-70,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,38
-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,38
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,38
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,38
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,38
-200,-69,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,38
-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,38
-200,-66,-82,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,30
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,30
-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,30
-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,30
-200,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,30
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,30
-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,30
-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,30
-200,-67,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,30
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,30
-200,-65,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,30
-200,-65,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,30
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-69,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-75,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-74,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,9
-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,9
-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,9
-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,9
-75,-198,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,9
-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10
-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10
-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10
-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10
-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10
-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-64,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,21
-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-66,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,31
-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,31
-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,31
-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,31
-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,31
-200,-77,-200,-78,-200,-76,-200,-200,-200,-200,-200,-200,-200,31
-200,-80,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,31
-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,39
-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,39
-200,-76,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,39
-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,39
-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,39
-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,48
-200,-80,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,48
-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,48
-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,48
-200,-200,-200,-77,-200,-77,-200,-200,-200,-200,-200,-200,-200,48
-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,54
-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,54
-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,54
-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,54
-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,54
-200,-200,-200,-79,-82,-200,-200,-200,-200,-200,-200,-200,-200,54
-200,-200,-200,-80,-200,-76,-200,-200,-200,-200,-200,-200,-200,61
-200,-200,-200,-79,-200,-77,-200,-200,-200,-200,-200,-200,-200,61
-200,-200,-200,-73,-200,-80,-200,-200,-200,-200,-200,-200,-200,61
-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,61
-200,-200,-200,-81,-200,-73,-200,-200,-200,-200,-200,-200,-200,61
-200,-200,-200,-78,-200,-74,-200,-200,-200,-200,-200,-200,-200,61
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,61
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,61
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,61
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,61
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,61
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,61
-200,-200,-200,-76,-200,-78,-200,-200,-200,-200,-200,-200,-200,67
-200,-200,-200,-80,-200,-80,-200,-200,-200,-200,-200,-200,-200,67
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,67
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,67
-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,67
-200,-200,-200,-79,-200,-75,-200,-200,-200,-200,-200,-200,-200,67
-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,74
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,74
-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,74
-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,74
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,74
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,74
-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,74
-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,74
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,74
-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,74
-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,74
-200,-80,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,74
-200,-200,-200,-70,-200,-200,-81,-200,-200,-200,-200,-200,-200,80
-200,-200,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,80
-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,80
-200,-200,-200,-77,-200,-200,-81,-200,-200,-200,-200,-200,-200,80
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,80
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,80
-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,80
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,80
-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,87
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,87
-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,87
-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,87
-200,-200,-200,-65,-200,-200,-82,-200,-200,-200,-200,-200,-200,87
-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,95
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,95
-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,95
-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,95
-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,95
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,101
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,101
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,101
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,101
-200,-200,-200,-78,-200,-200,-79,-200,-200,-200,-200,-200,-200,88
-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,88
-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,88
-200,-200,-200,-82,-200,-200,-78,-200,-200,-200,-200,-200,-200,88
-200,-200,-200,-77,-200,-200,-82,-200,-200,-200,-200,-200,-200,88
-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,88
-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,81
-200,-200,-200,-78,-200,-200,-79,-200,-200,-200,-200,-200,-200,81
-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,81
-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,75
-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,75
-200,-200,-200,-80,-200,-80,-200,-200,-200,-200,-200,-200,-200,68
-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,68
-200,-200,-200,-81,-200,-76,-200,-200,-200,-200,-200,-200,-200,68
-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,68
-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,62
-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200,62
-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,62
-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,62
-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,62
-200,-200,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,62
-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,62
-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,55
-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,55
-200,-200,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,55
-200,-200,-200,-200,-200,-62,-200,-200,-200,-200,-200,-200,-200,55
-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200,55
-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,55
-200,-200,-200,-200,-80,-76,-200,-200,-200,-200,-200,-200,-200,49
-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200,49
-200,-200,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,49
-200,-80,-200,-200,-80,-70,-200,-200,-200,-200,-200,-200,-200,49
-200,-200,-200,-200,-78,-71,-200,-200,-200,-200,-200,-200,-200,49
-200,-200,-200,-200,-81,-71,-200,-200,-200,-200,-200,-200,-200,49
-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,49
-200,-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,49
-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,49
-200,-200,-200,-200,-81,-83,-200,-200,-200,-200,-200,-200,-200,49
-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,40
-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,40
-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,40
-200,-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,40
-200,-200,-200,-200,-79,-80,-200,-200,-200,-200,-200,-200,-200,40
-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,40
-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,40
-200,-200,-200,-200,-78,-75,-200,-200,-200,-200,-200,-200,-200,40
-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,40
